Age,Country of Birth,Gender,Employment Status,Average Drinks per Day
51,Germany,Female,Part-Time,0.7
26,Mexico,Male,Self-Employed,0.3
80,China,Non-Binary,Full-Time,0.3
47,Canada,Non-Binary,Part-Time,0.1
67,Germany,Female,Unemployed,1.4
64,Australia,Female,Part-Time,1.9
24,India,Non-Binary,Self-Employed,0.3
55,Germany,Male,Part-Time,0.1
50,Canada,Female,Self-Employed,2.2
19,Germany,Non-Binary,Part-Time,5.1
71,Mexico,Non-Binary,Part-Time,2.8
37,India,Non-Binary,Full-Time,2.2
58,United States,Male,Part-Time,11.5
78,China,Non-Binary,Unemployed,0.2
26,Australia,Female,Self-Employed,1.3
68,India,Non-Binary,Full-Time,0.7
23,United States,Female,Self-Employed,2.8
22,Mexico,Non-Binary,Self-Employed,0.5
59,Canada,Male,Unemployed,0.7
69,India,Female,Full-Time,3.3
37,India,Female,Unemployed,0.4
64,Canada,Female,Full-Time,1.7
58,India,Female,Part-Time,1.0
53,Australia,Male,Full-Time,2.7
40,Germany,Non-Binary,Part-Time,0.3
43,Mexico,Female,Self-Employed,0.1
58,Canada,Female,Unemployed,7.1
60,India,Non-Binary,Part-Time,0.9
35,United States,Non-Binary,Part-Time,7.0
30,China,Female,Self-Employed,1.8
57,Australia,Non-Binary,Part-Time,1.4
35,India,Male,Part-Time,3.3
71,Mexico,Female,Unemployed,1.3
35,Australia,Female,Self-Employed,4.2
68,United States,Male,Full-Time,11.5
48,China,Male,Unemployed,3.8
44,Canada,Female,Full-Time,1.1
74,Australia,Non-Binary,Part-Time,0.3
52,Canada,Male,Self-Employed,1.2
31,China,Non-Binary,Full-Time,1.4
74,India,Male,Full-Time,2.1
68,China,Female,Full-Time,0.2
35,China,Male,Part-Time,1.9
41,United States,Male,Self-Employed,0.0
38,China,Non-Binary,Unemployed,0.7
20,Germany,Female,Full-Time,1.1
46,Canada,Female,Self-Employed,0.6
64,Mexico,Non-Binary,Part-Time,0.6
29,China,Male,Part-Time,5.4
32,Germany,Female,Self-Employed,1.3
77,India,Male,Part-Time,0.3
71,India,Male,Part-Time,4.7
28,Australia,Male,Full-Time,1.8
55,Canada,Non-Binary,Full-Time,1.1
54,China,Male,Self-Employed,2.7
66,India,Male,Full-Time,0.5
52,United States,Female,Self-Employed,0.1
43,Germany,Non-Binary,Unemployed,2.1
55,Canada,Non-Binary,Part-Time,0.7
62,Canada,Non-Binary,Self-Employed,6.9
60,China,Male,Self-Employed,10.7
18,Australia,Male,Self-Employed,0.1
36,Australia,Non-Binary,Unemployed,2.0
37,India,Non-Binary,Full-Time,1.4
78,Germany,Non-Binary,Unemployed,2.3
29,China,Non-Binary,Full-Time,2.4
27,Australia,Non-Binary,Full-Time,5.2
39,Mexico,Male,Unemployed,0.5
65,Canada,Male,Part-Time,0.3
46,India,Female,Unemployed,0.8
44,Germany,Non-Binary,Full-Time,0.5
32,United States,Female,Self-Employed,4.4
46,India,Non-Binary,Full-Time,0.6
46,Germany,Female,Self-Employed,0.5
56,China,Female,Part-Time,1.5
69,Mexico,Female,Part-Time,3.8
45,Mexico,Female,Unemployed,3.4
69,Canada,Male,Part-Time,5.6
45,Germany,Male,Full-Time,0.3
51,United States,Male,Unemployed,3.0
37,Germany,Female,Self-Employed,0.4
58,United States,Female,Full-Time,1.3
61,China,Female,Self-Employed,2.0
38,India,Non-Binary,Unemployed,1.9
20,Germany,Non-Binary,Self-Employed,0.4
26,China,Male,Full-Time,0.2
79,United States,Male,Self-Employed,0.1
54,China,Non-Binary,Full-Time,0.3
21,China,Non-Binary,Part-Time,1.3
27,Australia,Male,Part-Time,3.0
18,Mexico,Male,Unemployed,1.2
69,Mexico,Non-Binary,Full-Time,1.5
78,China,Female,Unemployed,0.8
73,Australia,Male,Unemployed,0.4
73,Canada,Female,Unemployed,0.3
50,India,Male,Self-Employed,0.8
68,China,Male,Unemployed,1.3
78,Germany,Male,Part-Time,2.8
32,India,Female,Unemployed,5.6
30,Australia,Female,Self-Employed,1.9
40,India,Non-Binary,Full-Time,0.9
45,India,Non-Binary,Self-Employed,1.0
20,Canada,Male,Full-Time,1.6
58,Mexico,Male,Self-Employed,2.5
65,India,Male,Part-Time,5.9
25,India,Male,Self-Employed,7.8
37,China,Female,Full-Time,0.4
38,India,Female,Full-Time,0.1
44,Germany,Female,Part-Time,0.2
32,Germany,Non-Binary,Unemployed,7.0
43,Australia,Non-Binary,Part-Time,0.2
24,China,Non-Binary,Self-Employed,3.6
76,China,Male,Self-Employed,9.4
78,Mexico,Male,Full-Time,1.2
61,Mexico,Female,Unemployed,5.6
76,Mexico,Non-Binary,Self-Employed,0.5
38,Germany,Female,Part-Time,13.2
38,India,Non-Binary,Unemployed,3.0
69,India,Male,Unemployed,1.7
74,Mexico,Male,Full-Time,0.0
74,Germany,Male,Self-Employed,2.4
63,Germany,Male,Part-Time,0.6
80,Australia,Non-Binary,Unemployed,6.6
52,Mexico,Female,Self-Employed,0.4
72,India,Male,Full-Time,3.6
32,India,Female,Self-Employed,0.5
33,Australia,Female,Unemployed,8.4
69,Canada,Male,Full-Time,5.2
78,United States,Female,Part-Time,1.2
76,Australia,Female,Part-Time,0.5
24,United States,Male,Part-Time,2.7
58,Australia,Female,Unemployed,2.5
44,China,Female,Self-Employed,3.4
69,Australia,Non-Binary,Self-Employed,0.9
20,Germany,Non-Binary,Unemployed,5.2
80,United States,Male,Self-Employed,18.8
47,Mexico,Male,Part-Time,0.1
53,United States,Male,Unemployed,2.3
52,India,Non-Binary,Unemployed,0.5
79,China,Female,Part-Time,1.7
61,Germany,Male,Unemployed,0.8
74,Canada,Female,Part-Time,1.1
36,China,Male,Unemployed,5.6
31,Germany,Non-Binary,Full-Time,0.2
24,Germany,Non-Binary,Part-Time,0.1
58,China,Non-Binary,Self-Employed,1.2
61,Canada,Non-Binary,Unemployed,1.1
55,Mexico,Non-Binary,Unemployed,1.1
38,India,Non-Binary,Unemployed,6.6
75,Mexico,Female,Part-Time,0.8
38,United States,Female,Part-Time,2.0
21,Canada,Female,Unemployed,3.3
30,United States,Non-Binary,Self-Employed,1.3
60,Australia,Non-Binary,Unemployed,0.4
73,Australia,Male,Unemployed,0.4
74,Mexico,Female,Full-Time,5.1
59,Germany,Male,Self-Employed,0.4
67,Australia,Male,Part-Time,2.4
54,China,Male,Self-Employed,1.6
76,Canada,Non-Binary,Unemployed,8.1
67,Canada,Male,Unemployed,3.6
80,United States,Non-Binary,Self-Employed,1.6
35,Australia,Non-Binary,Part-Time,0.1
39,United States,Non-Binary,Self-Employed,2.4
29,Germany,Female,Self-Employed,4.0
79,China,Female,Part-Time,4.0
48,Canada,Non-Binary,Self-Employed,1.4
40,Australia,Female,Full-Time,0.9
50,United States,Male,Unemployed,2.2
21,Australia,Non-Binary,Self-Employed,0.5
24,China,Non-Binary,Full-Time,1.3
24,United States,Non-Binary,Full-Time,1.5
41,Canada,Female,Unemployed,7.9
66,Germany,Non-Binary,Unemployed,2.9
26,Mexico,Female,Unemployed,2.1
18,Germany,Female,Part-Time,0.0
47,Mexico,Male,Self-Employed,1.6
64,China,Non-Binary,Part-Time,1.0
28,Australia,Non-Binary,Part-Time,0.3
49,Canada,Male,Full-Time,1.6
35,Canada,Male,Part-Time,1.7
26,China,Non-Binary,Unemployed,2.2
77,Australia,Non-Binary,Full-Time,3.8
59,Germany,Male,Part-Time,7.3
30,Australia,Male,Full-Time,2.3
28,Mexico,Male,Part-Time,0.0
41,Germany,Non-Binary,Part-Time,1.8
28,Canada,Non-Binary,Unemployed,1.2
51,Mexico,Male,Self-Employed,2.5
18,Australia,Female,Self-Employed,3.8
59,China,Female,Unemployed,5.5
25,Germany,Female,Full-Time,1.0
71,Germany,Non-Binary,Unemployed,1.2
77,Germany,Female,Unemployed,1.5
54,Canada,Female,Unemployed,0.0
28,United States,Non-Binary,Self-Employed,0.8
55,China,Male,Full-Time,1.4
55,Germany,Male,Unemployed,2.5
28,China,Non-Binary,Self-Employed,1.7
48,Germany,Female,Full-Time,1.0
35,India,Non-Binary,Full-Time,1.1
26,India,Non-Binary,Self-Employed,0.7
64,Germany,Male,Self-Employed,4.2
63,Canada,Female,Full-Time,1.9
31,Australia,Male,Part-Time,2.0
47,Australia,Male,Self-Employed,5.5
31,Australia,Male,Part-Time,6.4
31,India,Non-Binary,Full-Time,2.2
34,Canada,Male,Unemployed,1.4
59,Mexico,Non-Binary,Part-Time,0.3
72,Canada,Female,Full-Time,0.3
75,United States,Female,Full-Time,0.0
47,United States,Female,Full-Time,2.7
44,Germany,Female,Full-Time,0.6
36,United States,Male,Part-Time,0.0
76,Australia,Non-Binary,Part-Time,0.9
80,Australia,Female,Unemployed,0.6
36,Canada,Male,Self-Employed,0.2
46,Canada,Non-Binary,Full-Time,1.9
18,Canada,Non-Binary,Full-Time,2.8
40,United States,Female,Part-Time,0.5
76,Canada,Female,Part-Time,2.0
75,Australia,Female,Part-Time,1.3
78,Mexico,Non-Binary,Unemployed,0.1
61,United States,Female,Full-Time,2.2
36,China,Female,Part-Time,0.1
41,Mexico,Male,Part-Time,0.8
50,Australia,Non-Binary,Part-Time,2.6
62,Canada,Female,Unemployed,3.3
78,India,Female,Full-Time,0.2
19,India,Non-Binary,Full-Time,0.8
76,Australia,Female,Full-Time,0.1
62,India,Non-Binary,Self-Employed,0.7
60,Canada,Male,Full-Time,0.8
68,Canada,Male,Self-Employed,2.5
44,Australia,Female,Full-Time,0.5
40,United States,Non-Binary,Unemployed,1.5
24,China,Female,Full-Time,1.1
54,Mexico,Male,Unemployed,14.3
78,United States,Female,Full-Time,1.4
19,United States,Non-Binary,Unemployed,0.9
23,United States,Male,Part-Time,0.4
31,Canada,Female,Self-Employed,0.1
20,United States,Non-Binary,Part-Time,0.4
73,Germany,Female,Unemployed,0.3
75,India,Non-Binary,Part-Time,0.3
60,Germany,Male,Self-Employed,3.8
46,Mexico,Female,Part-Time,0.0
51,China,Female,Part-Time,2.6
43,United States,Male,Unemployed,7.5
56,China,Male,Part-Time,1.2
50,China,Male,Unemployed,7.7
28,Canada,Non-Binary,Self-Employed,0.8
34,China,Non-Binary,Part-Time,4.2
68,United States,Female,Part-Time,0.1
66,Mexico,Female,Unemployed,4.7
25,United States,Female,Part-Time,0.3
42,United States,Male,Full-Time,5.8
51,China,Female,Unemployed,2.5
70,Mexico,Male,Part-Time,0.6
41,Canada,Non-Binary,Unemployed,1.5
32,India,Non-Binary,Self-Employed,1.2
43,Australia,Male,Self-Employed,6.0
42,Australia,Female,Full-Time,0.8
46,Mexico,Male,Unemployed,15.4
26,China,Non-Binary,Part-Time,0.1
47,United States,Male,Part-Time,3.4
54,United States,Male,Unemployed,10.6
44,Australia,Female,Unemployed,5.4
64,Mexico,Female,Part-Time,0.0
48,India,Non-Binary,Unemployed,3.2
57,Australia,Non-Binary,Unemployed,0.7
40,India,Male,Unemployed,4.1
25,China,Female,Self-Employed,0.2
35,Canada,Male,Unemployed,1.1
21,Australia,Male,Part-Time,0.4
42,United States,Non-Binary,Unemployed,3.4
58,China,Male,Part-Time,7.9
65,Germany,Male,Self-Employed,8.0
80,Australia,Non-Binary,Unemployed,1.5
34,United States,Male,Full-Time,1.6
37,United States,Female,Part-Time,0.5
39,Mexico,Non-Binary,Self-Employed,0.0
28,India,Non-Binary,Full-Time,1.9
27,Germany,Female,Part-Time,0.3
43,United States,Male,Part-Time,0.2
28,Mexico,Male,Full-Time,1.0
35,Mexico,Female,Part-Time,0.9
41,India,Non-Binary,Self-Employed,0.6
49,Australia,Non-Binary,Part-Time,0.1
18,China,Male,Self-Employed,4.0
23,Australia,Female,Self-Employed,0.1
72,India,Female,Unemployed,1.8
69,Canada,Non-Binary,Full-Time,1.3
32,Canada,Female,Self-Employed,2.2
43,China,Non-Binary,Self-Employed,0.9
69,India,Female,Part-Time,4.9
19,Mexico,Male,Self-Employed,0.1
45,Australia,Male,Part-Time,17.9
47,China,Non-Binary,Full-Time,3.7
66,Canada,Female,Self-Employed,0.3
39,Mexico,Non-Binary,Self-Employed,1.7
67,Australia,Male,Part-Time,0.1
42,India,Non-Binary,Self-Employed,0.5
48,Germany,Non-Binary,Unemployed,3.0
45,Australia,Non-Binary,Unemployed,0.9
62,United States,Female,Unemployed,5.5
34,United States,Non-Binary,Self-Employed,0.2
38,China,Male,Self-Employed,0.1
60,India,Non-Binary,Self-Employed,0.5
22,India,Female,Part-Time,2.2
72,Germany,Non-Binary,Unemployed,1.9
30,United States,Male,Part-Time,1.1
49,Canada,Non-Binary,Part-Time,1.4
65,India,Non-Binary,Full-Time,0.1
38,Germany,Female,Self-Employed,1.1
41,United States,Female,Full-Time,2.4
59,United States,Male,Unemployed,4.7
21,China,Female,Unemployed,1.2
34,India,Female,Full-Time,3.3
75,United States,Female,Part-Time,0.9
20,United States,Male,Full-Time,2.3
39,China,Male,Unemployed,1.6
30,Mexico,Non-Binary,Part-Time,0.7
43,Germany,Female,Self-Employed,0.2
26,China,Female,Part-Time,1.6
21,India,Non-Binary,Full-Time,0.4
78,India,Male,Full-Time,5.7
26,Canada,Male,Self-Employed,1.9
79,Australia,Male,Full-Time,2.6
80,United States,Male,Unemployed,0.5
80,Canada,Male,Full-Time,7.6
69,United States,Male,Self-Employed,17.0
44,Canada,Non-Binary,Part-Time,1.0
69,Canada,Non-Binary,Unemployed,0.3
49,Australia,Female,Unemployed,2.0
73,United States,Female,Full-Time,1.2
30,Australia,Non-Binary,Part-Time,1.4
27,China,Male,Unemployed,1.7
40,Mexico,Male,Full-Time,1.2
67,China,Non-Binary,Self-Employed,0.1
68,India,Female,Unemployed,0.5
20,Canada,Female,Part-Time,0.7
38,Canada,Male,Full-Time,0.3
37,Canada,Non-Binary,Full-Time,3.5
22,Mexico,Male,Full-Time,1.5
78,Germany,Female,Self-Employed,3.5
59,Canada,Female,Part-Time,0.8
48,China,Male,Self-Employed,9.1
18,China,Female,Self-Employed,2.6
55,India,Male,Unemployed,5.0
26,China,Non-Binary,Full-Time,1.3
58,Canada,Male,Self-Employed,0.3
71,Mexico,Female,Full-Time,1.1
25,Mexico,Male,Self-Employed,1.0
62,Australia,Male,Unemployed,2.3
30,China,Female,Full-Time,1.8
76,Mexico,Male,Full-Time,2.2
31,Mexico,Male,Unemployed,1.3
44,Australia,Female,Part-Time,0.6
22,India,Non-Binary,Self-Employed,1.4
67,Mexico,Male,Part-Time,0.4
18,Australia,Male,Self-Employed,2.6
28,Germany,Female,Full-Time,0.7
72,Australia,Female,Full-Time,1.9
75,Mexico,Non-Binary,Full-Time,0.0
49,Australia,Female,Part-Time,0.8
41,Canada,Non-Binary,Unemployed,1.4
64,Germany,Male,Part-Time,0.4
45,Germany,Female,Part-Time,0.2
69,United States,Female,Unemployed,4.7
41,China,Female,Self-Employed,2.2
30,Australia,Non-Binary,Full-Time,1.2
53,China,Male,Full-Time,2.8
64,China,Non-Binary,Part-Time,2.3
34,China,Male,Self-Employed,4.7
43,United States,Male,Unemployed,3.2
80,United States,Non-Binary,Part-Time,2.3
53,Mexico,Non-Binary,Unemployed,6.0
72,Canada,Female,Part-Time,0.7
77,United States,Non-Binary,Unemployed,3.1
35,Germany,Non-Binary,Self-Employed,2.2
29,United States,Non-Binary,Full-Time,3.7
77,Germany,Male,Full-Time,2.0
53,China,Female,Unemployed,0.8
21,India,Female,Full-Time,0.9
52,Germany,Male,Part-Time,3.1
60,Germany,Female,Unemployed,0.1
44,Germany,Male,Full-Time,0.2
54,India,Non-Binary,Full-Time,1.8
37,Australia,Male,Part-Time,15.4
35,Germany,Male,Full-Time,1.5
80,Australia,Female,Full-Time,0.1
43,China,Female,Unemployed,1.6
19,Canada,Non-Binary,Full-Time,0.2
53,India,Non-Binary,Part-Time,2.3
62,Australia,Male,Part-Time,1.6
78,Germany,Female,Full-Time,0.8
60,China,Female,Unemployed,0.6
27,United States,Female,Full-Time,0.7
37,Germany,Female,Part-Time,5.1
77,Canada,Non-Binary,Full-Time,0.7
37,United States,Male,Unemployed,2.3
33,United States,Non-Binary,Full-Time,0.8
56,China,Non-Binary,Full-Time,0.5
20,China,Male,Self-Employed,7.4
55,India,Non-Binary,Full-Time,0.5
50,India,Female,Self-Employed,0.2
38,Canada,Male,Part-Time,3.4
76,China,Female,Self-Employed,0.2
29,United States,Female,Part-Time,1.5
28,India,Male,Unemployed,1.2
27,China,Non-Binary,Unemployed,1.4
26,United States,Non-Binary,Part-Time,1.4
70,United States,Non-Binary,Unemployed,0.0
80,Mexico,Non-Binary,Full-Time,1.8
57,Canada,Male,Self-Employed,6.3
52,Australia,Non-Binary,Unemployed,2.0
67,China,Male,Full-Time,0.4
52,India,Non-Binary,Full-Time,4.3
80,Germany,Non-Binary,Part-Time,2.6
71,United States,Non-Binary,Full-Time,0.1
69,United States,Non-Binary,Full-Time,4.3
54,China,Male,Part-Time,2.2
67,Mexico,Female,Part-Time,0.0
23,China,Non-Binary,Full-Time,0.3
69,India,Non-Binary,Full-Time,0.3
45,Australia,Non-Binary,Unemployed,7.2
22,India,Female,Unemployed,3.6
64,Mexico,Female,Part-Time,0.3
60,India,Male,Self-Employed,0.4
75,Mexico,Female,Self-Employed,2.9
75,India,Female,Self-Employed,0.4
73,Mexico,Female,Self-Employed,6.3
64,Australia,Female,Full-Time,0.1
24,Mexico,Non-Binary,Unemployed,0.5
32,Australia,Male,Part-Time,3.9
75,Australia,Male,Part-Time,3.2
78,Canada,Non-Binary,Part-Time,0.3
79,Germany,Non-Binary,Full-Time,1.7
22,Germany,Male,Unemployed,2.0
67,Mexico,Female,Part-Time,1.7
47,Australia,Non-Binary,Full-Time,4.7
25,Canada,Male,Self-Employed,0.1
72,Germany,Female,Unemployed,4.0
27,Canada,Female,Unemployed,0.0
38,Canada,Female,Self-Employed,0.3
45,China,Non-Binary,Self-Employed,0.5
29,China,Non-Binary,Part-Time,1.2
59,United States,Non-Binary,Full-Time,0.4
47,India,Non-Binary,Part-Time,2.1
59,Canada,Female,Self-Employed,0.1
36,Mexico,Male,Part-Time,5.3
36,China,Male,Part-Time,2.7
41,India,Female,Full-Time,0.6
80,Australia,Female,Unemployed,3.1
66,Canada,Female,Part-Time,0.3
58,Mexico,Non-Binary,Part-Time,1.8
36,Mexico,Male,Unemployed,2.3
53,Canada,Female,Full-Time,0.5
60,United States,Non-Binary,Unemployed,1.3
72,China,Female,Full-Time,0.0
52,Canada,Non-Binary,Part-Time,3.6
59,Mexico,Female,Self-Employed,0.3
69,India,Female,Self-Employed,0.1
24,United States,Non-Binary,Part-Time,1.3
77,Australia,Male,Self-Employed,0.7
42,China,Non-Binary,Part-Time,1.3
51,United States,Female,Unemployed,0.3
71,Mexico,Female,Full-Time,0.3
42,India,Female,Part-Time,2.3
35,Mexico,Male,Full-Time,3.1
59,China,Female,Part-Time,3.9
79,Australia,Female,Part-Time,0.9
20,India,Male,Unemployed,4.4
62,Mexico,Male,Self-Employed,0.2
61,China,Female,Self-Employed,0.5
37,United States,Female,Part-Time,1.8
21,India,Male,Full-Time,8.2
68,Australia,Female,Full-Time,1.5
62,United States,Non-Binary,Self-Employed,1.6
31,Canada,Male,Unemployed,7.7
18,Australia,Non-Binary,Self-Employed,0.8
31,United States,Non-Binary,Unemployed,0.5
21,Germany,Non-Binary,Full-Time,0.6
28,India,Female,Unemployed,0.1
75,Mexico,Female,Full-Time,0.2
30,Mexico,Non-Binary,Part-Time,2.6
58,China,Non-Binary,Unemployed,3.9
63,Australia,Male,Part-Time,0.0
76,Canada,Male,Self-Employed,2.3
60,India,Non-Binary,Full-Time,1.5
64,Australia,Non-Binary,Unemployed,0.3
47,China,Female,Self-Employed,0.5
30,Germany,Non-Binary,Self-Employed,0.8
53,China,Female,Self-Employed,0.6
60,United States,Non-Binary,Full-Time,0.3
50,Mexico,Male,Self-Employed,0.9
19,United States,Non-Binary,Unemployed,0.7
22,Germany,Female,Self-Employed,0.2
77,China,Non-Binary,Self-Employed,0.3
59,China,Female,Part-Time,1.7
58,Canada,Female,Part-Time,5.8
56,India,Female,Full-Time,0.5
18,Australia,Non-Binary,Self-Employed,0.5
44,Canada,Male,Self-Employed,2.8
27,Germany,Male,Self-Employed,2.9
24,India,Male,Part-Time,5.3
63,Germany,Non-Binary,Full-Time,0.6
70,Germany,Female,Self-Employed,1.9
18,Australia,Female,Unemployed,1.4
26,United States,Male,Full-Time,0.8
47,United States,Female,Full-Time,0.7
49,Australia,Male,Part-Time,4.2
37,China,Non-Binary,Full-Time,2.2
47,United States,Female,Part-Time,1.0
51,Australia,Non-Binary,Unemployed,0.1
55,China,Male,Self-Employed,5.8
33,Canada,Non-Binary,Part-Time,0.4
39,Canada,Male,Full-Time,0.2
34,United States,Male,Full-Time,0.5
62,Australia,Non-Binary,Full-Time,0.4
69,Germany,Female,Self-Employed,1.3
78,Australia,Female,Unemployed,2.6
59,Canada,Non-Binary,Part-Time,2.7
26,Canada,Male,Part-Time,0.8
60,Canada,Non-Binary,Unemployed,7.0
78,Canada,Male,Full-Time,1.1
19,China,Male,Full-Time,3.9
71,India,Female,Full-Time,1.7
37,India,Non-Binary,Self-Employed,0.4
71,India,Non-Binary,Full-Time,0.6
32,Germany,Female,Unemployed,9.5
18,Mexico,Non-Binary,Unemployed,1.2
57,Canada,Non-Binary,Part-Time,0.4
24,China,Male,Part-Time,1.9
35,Germany,Non-Binary,Full-Time,1.3
49,Canada,Male,Full-Time,2.7
32,Mexico,Male,Self-Employed,0.0
32,Canada,Non-Binary,Unemployed,13.2
65,Germany,Female,Full-Time,0.4
63,Canada,Female,Part-Time,0.3
41,Australia,Male,Unemployed,0.5
18,China,Female,Part-Time,9.6
59,United States,Male,Full-Time,1.1
30,China,Non-Binary,Part-Time,4.9
53,Mexico,Female,Part-Time,1.7
37,Canada,Non-Binary,Unemployed,0.9
62,Canada,Non-Binary,Part-Time,3.1
27,Mexico,Non-Binary,Part-Time,1.0
77,Germany,Male,Unemployed,8.9
54,Mexico,Female,Part-Time,1.9
39,China,Non-Binary,Part-Time,9.4
63,Australia,Male,Unemployed,2.1
78,United States,Male,Self-Employed,2.6
53,Germany,Non-Binary,Part-Time,1.5
67,Mexico,Non-Binary,Full-Time,1.2
23,India,Non-Binary,Part-Time,5.0
24,Australia,Male,Self-Employed,1.1
45,Canada,Female,Self-Employed,1.4
23,Germany,Non-Binary,Full-Time,0.1
23,China,Female,Unemployed,0.8
74,Australia,Non-Binary,Self-Employed,3.7
36,India,Male,Self-Employed,2.9
80,Mexico,Male,Full-Time,1.6
72,United States,Female,Part-Time,0.4
47,China,Non-Binary,Part-Time,1.9
37,India,Female,Part-Time,0.1
37,Mexico,Male,Self-Employed,6.7
57,Australia,Female,Self-Employed,3.9
59,United States,Female,Self-Employed,2.3
18,Germany,Male,Unemployed,1.3
55,United States,Male,Self-Employed,1.2
59,United States,Female,Part-Time,0.9
73,India,Non-Binary,Full-Time,0.3
27,Germany,Non-Binary,Self-Employed,0.8
56,Mexico,Non-Binary,Unemployed,10.0
40,Germany,Female,Full-Time,0.1
63,Australia,Female,Unemployed,2.8
37,India,Non-Binary,Self-Employed,0.8
20,Germany,Non-Binary,Self-Employed,0.1
37,United States,Male,Part-Time,0.4
58,Canada,Female,Part-Time,2.3
80,United States,Male,Full-Time,1.3
73,United States,Female,Part-Time,1.1
65,United States,Male,Unemployed,0.4
57,United States,Non-Binary,Unemployed,5.3
58,India,Female,Unemployed,3.1
72,India,Non-Binary,Part-Time,0.4
41,Australia,Non-Binary,Full-Time,7.5
70,Australia,Male,Self-Employed,2.8
75,China,Female,Part-Time,1.5
58,Australia,Non-Binary,Self-Employed,0.7
25,India,Female,Unemployed,1.2
78,China,Male,Unemployed,1.2
55,Australia,Male,Full-Time,0.4
51,Canada,Male,Part-Time,1.7
32,India,Non-Binary,Part-Time,5.3
51,India,Non-Binary,Unemployed,0.2
26,Canada,Non-Binary,Part-Time,1.8
80,Mexico,Non-Binary,Full-Time,0.3
72,China,Non-Binary,Full-Time,0.4
58,China,Non-Binary,Part-Time,1.4
59,Germany,Non-Binary,Unemployed,5.8
66,China,Female,Unemployed,7.4
76,China,Non-Binary,Part-Time,1.7
61,India,Female,Self-Employed,0.7
44,Germany,Non-Binary,Unemployed,0.9
18,Mexico,Non-Binary,Part-Time,0.9
41,India,Male,Part-Time,4.2
22,China,Female,Unemployed,3.0
23,Australia,Male,Part-Time,0.1
56,India,Non-Binary,Part-Time,0.8
59,Australia,Male,Part-Time,2.6
19,India,Male,Part-Time,3.3
52,Mexico,Female,Unemployed,2.9
36,Germany,Male,Part-Time,2.4
25,China,Non-Binary,Full-Time,0.0
63,China,Non-Binary,Part-Time,2.3
67,Mexico,Female,Self-Employed,3.0
42,Australia,Non-Binary,Full-Time,1.5
